"","V1","V2","V3"
"1",0.302083333333333,0.372395833333333,0.325520833333333
"2",0.270440251572327,0.327044025157233,0.40251572327044
"3",0.283333333333333,0.347619047619048,0.369047619047619
"4",0.336158192090396,0.353107344632768,0.310734463276836
"5",0.305555555555556,0.373263888888889,0.321180555555556
"6",0.297734627831715,0.317152103559871,0.385113268608414
"7",0.303703703703704,0.453703703703704,0.242592592592593
"8",0.353135313531353,0.353135313531353,0.293729372937294
"9",0.355013550135501,0.346883468834688,0.29810298102981
"10",0.343137254901961,0.321078431372549,0.33578431372549
"11",0.279342723004695,0.44131455399061,0.279342723004695
"12",0.34032634032634,0.284382284382284,0.375291375291375
"13",0.272916666666667,0.397916666666667,0.329166666666667
"14",0.386430678466077,0.333333333333333,0.28023598820059
"15",0.39247311827957,0.279569892473118,0.327956989247312
"16",0.316425120772947,0.367149758454106,0.316425120772947
"17",0.324483775811209,0.377581120943953,0.297935103244838
"18",0.31328320802005,0.395989974937343,0.290726817042607
"19",0.347319347319347,0.326340326340326,0.326340326340326
"20",0.249275362318841,0.414492753623188,0.336231884057971
"21",0.28034188034188,0.398290598290598,0.321367521367521
"22",0.329861111111111,0.350694444444444,0.319444444444444
"23",0.34032634032634,0.256410256410256,0.403263403263403
"24",0.398753894080997,0.32398753894081,0.277258566978193
"25",0.272030651340996,0.295019157088123,0.432950191570881
"26",0.260416666666667,0.322916666666667,0.416666666666667
"27",0.323671497584541,0.301932367149758,0.374396135265701
"28",0.372043010752688,0.30752688172043,0.320430107526882
"29",0.367283950617284,0.348765432098765,0.283950617283951
"30",0.34954954954955,0.300900900900901,0.34954954954955
"31",0.279166666666667,0.404166666666667,0.316666666666667
"32",0.372937293729373,0.303630363036304,0.323432343234323
"33",0.32183908045977,0.308045977011494,0.370114942528736
"34",0.326666666666667,0.386666666666667,0.286666666666667
"35",0.25968992248062,0.346899224806202,0.393410852713178
"36",0.343234323432343,0.392739273927393,0.264026402640264
"37",0.368686868686869,0.383838383838384,0.247474747474748
"38",0.384384384384384,0.294294294294294,0.321321321321321
"39",0.27039627039627,0.326340326340326,0.403263403263403
"40",0.291375291375291,0.34032634032634,0.368298368298368
"41",0.336879432624113,0.368794326241135,0.294326241134752
"42",0.327004219409283,0.314345991561181,0.358649789029536
"43",0.348958333333333,0.372395833333333,0.278645833333333
"44",0.248148148148148,0.409259259259259,0.342592592592593
"45",0.365740740740741,0.310185185185185,0.324074074074074
"46",0.302277432712215,0.395445134575569,0.302277432712215
"47",0.312354312354312,0.27039627039627,0.417249417249417
"48",0.282051282051282,0.335305719921105,0.382642998027613
"49",0.344671201814059,0.276643990929705,0.378684807256236
"50",0.240165631469979,0.426501035196687,0.333333333333333
"51",0.292792792792793,0.306306306306306,0.400900900900901
"52",0.343832020997375,0.406824146981627,0.249343832020997
"53",0.315602836879433,0.283687943262411,0.400709219858156
"54",0.447447447447447,0.267267267267267,0.285285285285285
"55",0.318066157760814,0.371501272264631,0.310432569974555
"56",0.348765432098765,0.320987654320988,0.330246913580247
"57",0.362530413625304,0.399026763990268,0.238442822384428
"58",0.290726817042607,0.290726817042607,0.418546365914787
"59",0.323108384458078,0.347648261758691,0.329243353783231
"60",0.368686868686869,0.353535353535354,0.277777777777778
"61",0.300813008130081,0.288617886178862,0.410569105691057
"62",0.305841924398625,0.326460481099656,0.367697594501718
"63",0.443526170798898,0.269972451790634,0.286501377410468
"64",0.21141975308642,0.401234567901235,0.387345679012346
"65",0.368217054263566,0.275193798449612,0.356589147286822
"66",0.376068376068376,0.311965811965812,0.311965811965812
"67",0.31163708086785,0.305719921104536,0.382642998027613
"68",0.420581655480984,0.272930648769575,0.306487695749441
"69",0.33816425120773,0.42512077294686,0.236714975845411
"70",0.321342925659472,0.378896882494005,0.299760191846523
"71",0.288888888888889,0.397222222222222,0.313888888888889
"72",0.311827956989247,0.336021505376344,0.352150537634409
"73",0.339544513457557,0.345755693581781,0.314699792960663
"74",0.383202099737533,0.304461942257218,0.312335958005249
"75",0.24220623501199,0.429256594724221,0.328537170263789
"76",0.402116402116402,0.267195767195767,0.330687830687831
"77",0.37037037037037,0.330687830687831,0.298941798941799
"78",0.348958333333333,0.380208333333333,0.270833333333333
"79",0.326190476190476,0.304761904761905,0.369047619047619
"80",0.322751322751323,0.37037037037037,0.306878306878307
"81",0.29004329004329,0.367965367965368,0.341991341991342
