"","V1","V2"
"1",0.451388888888889,0.548611111111111
"2",0.605263157894737,0.394736842105263
"3",0.47741935483871,0.52258064516129
"4",0.488,0.512
"5",0.548076923076923,0.451923076923077
"6",0.551401869158878,0.448598130841121
"7",0.454081632653061,0.545918367346939
"8",0.453703703703704,0.546296296296296
"9",0.507462686567164,0.492537313432836
"10",0.537931034482759,0.462068965517241
"11",0.455696202531646,0.544303797468354
"12",0.542483660130719,0.457516339869281
"13",0.485875706214689,0.514124293785311
"14",0.495934959349593,0.504065040650406
"15",0.525925925925926,0.474074074074074
"16",0.480519480519481,0.519480519480519
"17",0.46218487394958,0.53781512605042
"18",0.381578947368421,0.618421052631579
"19",0.549019607843137,0.450980392156863
"20",0.484375,0.515625
"21",0.5,0.5
"22",0.49,0.51
"23",0.605095541401274,0.394904458598726
"24",0.532110091743119,0.467889908256881
"25",0.595744680851064,0.404255319148936
"26",0.572254335260116,0.427745664739884
"27",0.533333333333333,0.466666666666667
"28",0.505952380952381,0.494047619047619
"29",0.432203389830508,0.567796610169492
"30",0.597989949748744,0.402010050251256
"31",0.50561797752809,0.49438202247191
"32",0.466666666666667,0.533333333333333
"33",0.483870967741935,0.516129032258065
"34",0.463636363636364,0.536363636363636
"35",0.529411764705882,0.470588235294118
"36",0.453703703703704,0.546296296296296
"37",0.386666666666667,0.613333333333333
"38",0.471074380165289,0.528925619834711
"39",0.553459119496855,0.446540880503145
"40",0.552631578947368,0.447368421052632
"41",0.438095238095238,0.561904761904762
"42",0.554913294797688,0.445086705202312
"43",0.405797101449275,0.594202898550725
"44",0.523316062176166,0.476683937823834
"45",0.487012987012987,0.512987012987013
"46",0.485875706214689,0.514124293785311
"47",0.605263157894737,0.394736842105263
"48",0.531914893617021,0.468085106382979
"49",0.534591194968553,0.465408805031447
"50",0.471910112359551,0.528089887640449
"51",0.552631578947368,0.447368421052632
"52",0.427536231884058,0.572463768115942
"53",0.529411764705882,0.470588235294118
"54",0.491525423728814,0.508474576271186
"55",0.458904109589041,0.541095890410959
"56",0.486238532110092,0.513761467889908
"57",0.378205128205128,0.621794871794872
"58",0.597122302158273,0.402877697841727
"59",0.502793296089385,0.497206703910615
"60",0.464788732394366,0.535211267605634
"61",0.583333333333333,0.416666666666667
"62",0.55,0.45
"63",0.488549618320611,0.511450381679389
"64",0.521008403361345,0.478991596638655
"65",0.444444444444444,0.555555555555556
"66",0.520958083832335,0.479041916167665
"67",0.565217391304348,0.434782608695652
"68",0.52760736196319,0.47239263803681
"69",0.382165605095541,0.617834394904459
"70",0.422077922077922,0.577922077922078
"71",0.446153846153846,0.553846153846154
"72",0.518796992481203,0.481203007518797
"73",0.494117647058824,0.505882352941176
"74",0.518518518518518,0.481481481481481
"75",0.466666666666667,0.533333333333333
"76",0.488549618320611,0.511450381679389
"77",0.543478260869565,0.456521739130435
"78",0.440298507462687,0.559701492537313
"79",0.493333333333333,0.506666666666667
"80",0.421428571428571,0.578571428571429
"81",0.49112426035503,0.50887573964497
