"","V1","V2","V3","V4"
"1",0.329861111111111,0.232638888888889,0.239583333333333,0.197916666666667
"2",0.197368421052632,0.232456140350877,0.31140350877193,0.258771929824561
"3",0.306451612903226,0.241935483870968,0.254838709677419,0.196774193548387
"4",0.22,0.348,0.212,0.22
"5",0.247596153846154,0.223557692307692,0.262019230769231,0.266826923076923
"6",0.266355140186916,0.163551401869159,0.285046728971963,0.285046728971963
"7",0.313775510204082,0.170918367346939,0.181122448979592,0.334183673469388
"8",0.310185185185185,0.217592592592593,0.217592592592593,0.25462962962963
"9",0.205223880597015,0.287313432835821,0.227611940298507,0.279850746268657
"10",0.175862068965517,0.272413793103448,0.279310344827586,0.272413793103448
"11",0.287974683544304,0.193037974683544,0.262658227848101,0.256329113924051
"12",0.173202614379085,0.271241830065359,0.290849673202614,0.264705882352941
"13",0.30225988700565,0.194915254237288,0.26271186440678,0.240112994350282
"14",0.191056910569106,0.296747967479675,0.25609756097561,0.25609756097561
"15",0.188888888888889,0.285185185185185,0.233333333333333,0.292592592592593
"16",0.301948051948052,0.185064935064935,0.275974025974026,0.237012987012987
"17",0.289915966386555,0.281512605042017,0.222689075630252,0.205882352941176
"18",0.319078947368421,0.279605263157895,0.207236842105263,0.194078947368421
"19",0.238562091503268,0.218954248366013,0.205882352941176,0.336601307189543
"20",0.30859375,0.21484375,0.24609375,0.23046875
"21",0.25,0.230582524271845,0.293689320388349,0.225728155339806
"22",0.225,0.315,0.265,0.195
"23",0.194267515923567,0.213375796178344,0.296178343949045,0.296178343949045
"24",0.270642201834862,0.197247706422018,0.188073394495413,0.344036697247706
"25",0.23936170212766,0.196808510638298,0.303191489361702,0.26063829787234
"26",0.182080924855491,0.228323699421965,0.332369942196532,0.257225433526012
"27",0.223333333333333,0.263333333333333,0.29,0.223333333333333
"28",0.181547619047619,0.294642857142857,0.264880952380952,0.258928571428571
"29",0.266949152542373,0.266949152542373,0.224576271186441,0.241525423728814
"30",0.168341708542714,0.203517587939698,0.253768844221106,0.374371859296482
"31",0.26123595505618,0.216292134831461,0.24438202247191,0.278089887640449
"32",0.280952380952381,0.223809523809524,0.280952380952381,0.214285714285714
"33",0.235483870967742,0.235483870967742,0.274193548387097,0.254838709677419
"34",0.259090909090909,0.268181818181818,0.240909090909091,0.231818181818182
"35",0.286096256684492,0.168449197860963,0.31283422459893,0.232620320855615
"36",0.282407407407407,0.24537037037037,0.208333333333333,0.263888888888889
"37",0.356666666666667,0.256666666666667,0.17,0.216666666666667
"38",0.252066115702479,0.252066115702479,0.202479338842975,0.293388429752066
"39",0.223270440251572,0.242138364779874,0.323899371069182,0.210691823899371
"40",0.207236842105263,0.220394736842105,0.286184210526316,0.286184210526316
"41",0.233333333333333,0.29047619047619,0.214285714285714,0.261904761904762
"42",0.216763005780347,0.205202312138728,0.297687861271676,0.280346820809249
"43",0.300724637681159,0.293478260869565,0.206521739130435,0.199275362318841
"44",0.303108808290155,0.16839378238342,0.272020725388601,0.256476683937824
"45",0.224025974025974,0.295454545454545,0.237012987012987,0.243506493506494
"46",0.245762711864407,0.296610169491525,0.22316384180791,0.234463276836158
"47",0.220394736842105,0.141447368421053,0.332236842105263,0.305921052631579
"48",0.247340425531915,0.210106382978723,0.279255319148936,0.263297872340426
"49",0.229559748427673,0.261006289308176,0.267295597484277,0.242138364779874
"50",0.289325842696629,0.23314606741573,0.26123595505618,0.216292134831461
"51",0.230263157894737,0.230263157894737,0.322368421052632,0.217105263157895
"52",0.293478260869565,0.271739130434783,0.192028985507246,0.242753623188406
"53",0.200980392156863,0.21078431372549,0.338235294117647,0.25
"54",0.199152542372881,0.317796610169492,0.199152542372881,0.283898305084746
"55",0.270547945205479,0.256849315068493,0.222602739726027,0.25
"56",0.261467889908257,0.261467889908257,0.270642201834862,0.206422018348624
"57",0.304487179487179,0.317307692307692,0.169871794871795,0.208333333333333
"58",0.219424460431655,0.176258992805755,0.348920863309353,0.255395683453237
"59",0.26536312849162,0.276536312849162,0.231843575418994,0.226256983240223
"60",0.257042253521127,0.257042253521127,0.242957746478873,0.242957746478873
"61",0.172619047619048,0.267857142857143,0.327380952380952,0.232142857142857
"62",0.185,0.225,0.335,0.255
"63",0.232824427480916,0.286259541984733,0.202290076335878,0.278625954198473
"64",0.279411764705882,0.186974789915966,0.292016806722689,0.241596638655462
"65",0.205555555555556,0.327777777777778,0.294444444444444,0.172222222222222
"66",0.20059880239521,0.284431137724551,0.24251497005988,0.272455089820359
"67",0.241847826086957,0.1875,0.279891304347826,0.290760869565217
"68",0.174846625766871,0.285276073619632,0.211656441717791,0.328220858895706
"69",0.328025477707006,0.28343949044586,0.200636942675159,0.187898089171975
"70",0.301948051948052,0.301948051948052,0.191558441558442,0.204545454545455
"71",0.296153846153846,0.288461538461538,0.257692307692308,0.157692307692308
"72",0.244360902255639,0.199248120300752,0.31203007518797,0.244360902255639
"73",0.197058823529412,0.326470588235294,0.267647058823529,0.208823529411765
"74",0.233333333333333,0.233333333333333,0.255555555555556,0.277777777777778
"75",0.356666666666667,0.163333333333333,0.27,0.21
"76",0.240458015267176,0.270992366412214,0.278625954198473,0.209923664122137
"77",0.184782608695652,0.286231884057971,0.213768115942029,0.315217391304348
"78",0.324626865671642,0.25,0.212686567164179,0.212686567164179
"79",0.216666666666667,0.263333333333333,0.276666666666667,0.243333333333333
"80",0.296428571428571,0.267857142857143,0.239285714285714,0.196428571428571
"81",0.257396449704142,0.269230769230769,0.263313609467456,0.210059171597633
